lemma,learning_language,item
pesce,it,fish
poisson,fr,fish
fischer,de,Fisherman
pescador,pt,fisherman
pescatore,it,fisherman
caber,pt,fit
caber,es,fit
fit,de,fit
passen,de,fit
cinco,es,five
cinco,pt,five
cinq,fr,five
cinque,it,five
fünf,de,five
consertar,pt,fix
fest,de,fixed
fixe,fr,fixed
bandeira,pt,flag
bandera,es,flag
drapeau,fr,flag
appartamento,it,flat
plano,es,flat
platt,de,flat
wohnung,de,flat
sabor,es,flavor
sabor,pt,flavor
flug,de,flight
vol,fr,flight
volo,it,flight
vuelo,es,flight
andar,pt,floor
chão,pt,floor
étage,fr,floor
pavimento,it,floor
piso,es,floor
blume,de,flower
fleur,fr,flower
flor,es,flower
flor,pt,flower
soffice,it,fluffy
flauta,es,flute
flauto,it,flute
mosca,pt,fly
mouche,fr,fly
voar,pt,fly
volar,es,fly
volare,it,fly
volant,fr,Flying
neblina,pt,fog
dossier,fr,folder
pessoal,pt,people
seguir,es,follow
seguir,pt,follow
seguire,it,follow
suivre,fr,follow
verfolgen,de,follow
seguente,it,following
siguiente,es,following
suivant,fr,following
fond,de,Fond
schrift,de,font
alimentaire,fr,Food
alimento,es,food
alimento,pt,food
cibo,it,food
comida,es,food
comida,pt,food
nourriture,fr,food
lebensmittel,de,food
fuß,de,foot
pé,pt,Foot
pie,es,foot
pied,fr,foot
piede,it,foot
calcio,it,football
fútbol,es,football
für,de,For
para,es,for
para,pt,for
per,it,for
pour,fr,for
vergeben,de,For example
wirklich,de,for real
erstmals,de,For the first time
dafür,de,for this
hierzu,de,For this
wofür,de,for what
fuerza,es,force
kraft,de,force
obrigar,pt,Force
front,fr,forehead
estrangeiro,pt,foreign
étranger,fr,foreign
extranjero,es,Foreign
straniero,it,foreign
ausland,de,foreign countries
prever,es,foresee
bosque,es,forest
forêt,fr,forest
wald,de,Forest
dimenticare,it,forget
esquecer,pt,forget
olvidar,es,forget
oublier,fr,forget
vergessen,de,forget
forchetta,it,fork
fourchette,fr,Fork
garfo,pt,fork
bilden,de,form
forma,it,form
formar,es,form
formar,pt,form
forme,fr,form
formen,de,form
formular,de,form
formal,es,formal
formal,pt,formal
formale,it,formal
formação,pt,formation
ancien,fr,former
ehemalig,de,former
formel,de,formula
fórmula,es,formula
formule,fr,formula
felizmente,pt,fortunately
fortunatamente,it,Fortunately
heureusement,fr,fortunately
fortuna,es,fortune
fortune,fr,fortune
cuarenta,es,forty
quaranta,it,forty
quarante,fr,forty
quarenta,pt,forty
forum,de,Forum
avanti,it,forward
fundação,pt,foundation
fundación,es,Foundation
gründung,de,founding
cuatro,es,four
quatre,fr,four
quatro,pt,four
quattro,it,four
vier,de,four
quatorze,fr,fourteen
quatorze,pt,fourteen
quattordici,it,fourteen
cuarto,es,fourth
quarto,it,fourth
fragile,fr,fragile
cadre,fr,frame
rahmen,de,frame
marco,es,framework
franc,fr,franc
francia,it,France
frankreich,de,France
franco,es,Frank
franco,pt,Frank
franchement,fr,frankly
frei,de,free
gratis,de,free
grátis,pt,free
gratuit,fr,free
gratuitement,fr,free
gratuito,it,free
gratuito,pt,free
kostenlos,de,free
libero,it,free
libre,es,free
libre,fr,free
freiheit,de,freedom
liberdade,pt,freedom
libertad,es,freedom
liberté,fr,freedom
français,fr,French
francés,es,French
francês,pt,French
francese,it,French
französisch,de,French
frecuencia,es,frequency
frequência,pt,frequency
frecuente,es,frequent
frequente,it,frequent
frequente,pt,frequent
fréquemment,fr,frequently
frequentemente,it,frequently
häufig,de,frequently
frais,fr,fresh
fresco,it,fresh
recém,pt,Fresh
freitag,de,Friday
sexta-feira,pt,Friday
vendredi,fr,Friday
venerdì,it,Friday
viernes,es,Friday
frigorifero,it,fridge
réfrigérateur,fr,fridge
frito,pt,fried
fritto,it,fried
ami,fr,friend
amico,it,friend
amigo,es,friend
amigo,pt,friend
freund,de,friend
amichevole,it,friendly
sympa,fr,friendly
amistad,es,friendship
amitié,fr,friendship
ab,de,from
da,it,from
de,es,from
dès,fr,From
fin,it,from
von,de,from
daraus,de,From it
davon,de,from that
duquel,fr,From which
davanti,it,front
frente,es,front
frente,pt,front
fronte,it,front
vorne,de,Front
fruit,fr,fruit
fruta,es,fruit
fruta,pt,fruit
fruto,es,fruit
fruto,pt,fruit
frutta,it,fruit
obst,de,fruit
friggere,it,fry
fritar,pt,fry
frite,fr,Fry
erfüllen,de,fulfill
complet,fr,full
intero,it,full
pieno,it,full
plein,fr,full
voll,de,full
entièrement,fr,Fully
divertimento,it,fun
divertimento,pt,fun
spaß,de,fun
fonction,fr,function
função,pt,Function
función,es,function
funktionieren,de,function
fonds,de,Fund
fondamentale,it,fundamental
fundamental,es,fundamental
fundamental,pt,Fundamental
fondamentalement,fr,fundamentally
fundamentalmente,es,fundamentally
divertente,it,funny
drôle,fr,funny
meuble,fr,furniture
möbel,de,furniture
ferner,de,further
inoltre,it,Furthermore
futur,fr,future
futuro,es,future
futuro,it,future
futuro,pt,future
zukunft,de,future
erlangen,de,gain
galeria,pt,gallery
galería,es,Gallery
galerie,de,gallery
galleria,it,gallery
gioco,it,game
jogo,pt,game
juego,es,game
partita,it,game
spiel,de,game
bande,fr,gang
garten,de,garden
jardim,pt,garden
jardin,fr,garden
jardín,es,garden
aglio,it,garlic
ail,fr,garlic
gas,de,gas
gas,es,gas
gás,pt,gas
gaz,fr,gas
cancello,it,gate
portão,pt,gate
tor,de,gate
geschlecht,de,gender
allgemein,de,general
general,de,general
general,es,general
général,fr,general
generale,it,general
generalmente,it,generally
generación,es,generation
generation,de,generation
génération,fr,generation
generazione,it,generation
geração,pt,generation
gênero,pt,genre
genre,de,genre
caballero,es,gentleman
geografia,pt,geography
geografía,es,geography
alemão,pt,German
allemand,fr,German
deutsch,de,German
tedesco,it,German
alemanha,pt,Germany
allemagne,fr,Germany
deutschland,de,Germany
germania,it,Germany
geste,fr,gesture
gesto,es,gesture
gesto,pt,gesture
bekommen,de,get
conseguir,es,get
conseguir,pt,get
obtener,es,get
obtenir,fr,get
obter,pt,get
mejorar,es,get better
entrar,es,get in
entrar,pt,get in
sair,pt,get out
salir,es,get out
levantar,pt,get up
anreise,de,getting there
cadeau,fr,gift
presente,pt,gift
regalo,it,gift
fille,fr,girl
mädchen,de,girl
rapariga,pt,girl
copine,fr,girlfriend
freundin,de,girlfriend
dar,es,give
dar,pt,give
dare,it,give
donner,fr,give
geben,de,give
aufgeben,de,give up
gern,de,gladly
bicchiere,it,glass
glas,de,Glass
vaso,es,glass
verre,fr,glass
lunette,fr,glasses
occhiale,it,glasses
global,es,global
global,pt,global
globale,it,global
gloire,fr,glory
gloria,es,glory
gant,fr,glove
guanto,it,glove
luva,pt,glove
aller,fr,go
andare,it,go
gehen,de,go
ir,es,go
ir,pt,go
partir,fr,go
attraversare,it,go across
bajar,es,go down
descendre,fr,go down
subir,es,go up
gutgehen,de,go well
but,fr,goal
gol,es,goal
gol,pt,goal
objectif,fr,goal
gol,it,goal
dieu,fr,God
dios,es,God
gott,de,God
gold,de,gold
or,fr,gold
oro,es,gold
ouro,pt,gold
golf,de,golf
golf,fr,golf
bem,pt,good
bene,it,good
bien,fr,good
bom,pt,good
bon,fr,good
buen,es,good
bueno,es,good
buon,it,good
buono,it,good
gut,de,Good
buonasera,it,good evening
buenos días,es,Good Morning
buongiorno,it,good morning
buonanotte,it,good night
adeus,pt,goodbye
arrivederci,it,goodbye
gobierno,es,government
gouvernement,fr,government
ministère,fr,Government
regie,de,Government
regierung,de,government
gobernador,es,governor
saisir,fr,grab
grado,es,grade
note,de,grade
abschluss,de,graduation
laurea,it,Graduation
staffel,de,Graduation
grammo,it,gram
abuelo,es,grandfather
großvater,de,grandfather
nonno,it,grandfather
avô,pt,grandmother
grand-mère,fr,grandmother
großmutter,de,grandmother
großeltern,de,Grandparent
neto,pt,grandson
nipote,it,grandson
petit-fils,fr,grandson
uva,pt,grape
raisin,fr,grapes
uva,it,grapes
grafik,de,graphic
grama,pt,grass
herbe,fr,grass
pasto,es,grass
gravedad,es,gravity
gris,es,gray
gran,es,great
grand,fr,Great
grande,it,great
grandioso,it,great
super,de,great
super,fr,Great
toll,de,Great
großbritannien,de,Great Britain
grün,de,green
verde,es,green
verde,it,green
verde,pt,green
vert,fr,green
gruß,de,greeting
grigio,it,Grey
gris,fr,Grey
griglia,it,grid
griller,fr,Grill
noivo,pt,groom
sposo,it,groom
boden,de,ground
sol,fr,ground
terrain,fr,ground
terreno,es,ground
terreno,it,ground
terreno,pt,Ground
groupe,fr,group
grupo,es,group
grupo,pt,group
gruppe,de,group
gruppo,it,group
coltivare,it,grow
crescer,pt,grow up
crescere,it,grow up
creciente,es,growing
crescimento,pt,growth
crescita,it,growth
croissance,fr,growth
wachstum,de,growth
garantie,de,guarantee
garantieren,de,guarantee
gewährleisten,de,guarantee
guarda,pt,guard
guardia,es,guard
guardia,it,guard
gast,de,guest
hóspede,pt,guest
ospite,it,guest
orientação,pt,guidance
führung,de,guide
guía,es,guide
guida,it,guide
gitarre,de,guitar
guitare,fr,guitar
tipo,it,guy
jungs,de,guy
palestra,it,gym
costumbre,es,habit
habitude,fr,Habit
abituale,it,habitual
cabelo,pt,hair
cheveu,fr,hair
haar,de,hair
pelo,es,hair
poil,fr,hair
demi,fr,half
demie,fr,Half
hälfte,de,half
media,es,half
metà,it,half
metade,pt,half
mezzo,it,half
mitad,es,half
moitié,fr,half
semestre,pt,half
demi-heure,fr,Half-hour
hall,de,Hall
halle,de,Hall
hamburg,de,Hamburg
hand,de,hand
main,fr,hand
mano,es,hand
mão,pt,hand
weiterleiten,de,hand off
umgang,de,Handling
heimwerker,de,handyman
hängen,de,hang
acontecer,pt,happen
pasar,es,happen
passieren,de,happen
succedere,it,happen
bonheur,fr,happiness
felicidad,es,happiness
felicità,it,happiness
glück,de,happiness
content,fr,happy
contento,it,happy
felice,it,happy
feliz,es,happy
heureux,fr,happy
port,fr,Harbor
dur,fr,hard
duro,es,hard
duro,it,hard
duro,pt,hard
cappello,it,hat
chapeau,fr,hat
chapéu,pt,hat
sombrero,es,hat
odiar,es,hate
odiar,pt,hate
odiare,it,hate
ódio,pt,hate
haine,fr,hatred
hau,de,Hau
avere,it,have
avoir,fr,have
besitzen,de,have
haben,de,have
haber,es,have
tener,es,have
jantar,pt,have a dinner
müssen,de,have to
detener,es,having
dîner,fr,having dinner
hasard,fr,hazard
el,es,he
ele,pt,he
er,de,he
il,fr,he
lui,it,he
se,es,HE
paso,es,He passed
cabeça,pt,head
cabeza,es,head
kopf,de,head
testa,it,head
tête,fr,head
cap,fr,Heading
rumo,pt,Heading
manchete,pt,headline
gesundheit,de,health
salud,es,Health
salute,it,health
santé,fr,health
gesund,de,healthy
entendre,fr,hear
escuchar,es,hear
hören,de,hear
oír,es,hear
oreille,fr,hear
ouvir,pt,hear
ouvido,pt,heard
coeur,fr,heart
cœur,fr,heart
coração,pt,heart
corazón,es,heart
cuore,it,heart
herz,de,heart
herzlich,de,Heartily
chaleur,fr,heat
heizung,de,heater
aquecimento,pt,heating
chauffage,fr,heating
riscaldamento,it,heating
céu,pt,heaven
cielo,es,heaven
lourd,fr,heavy
pesante,it,heavy
schwer,de,heavy
altezza,it,height
altura,es,height
altura,pt,height
hauteur,fr,height
höhe,de,height
enfer,fr,hell
alô,pt,Hello
bonjour,fr,Hello
ciao,it,Hello
hallo,de,Hello
hola,es,Hello
olá,pt,Hello
salut,fr,Hello
salve,it,Hello
aide,fr,help
aider,fr,help
aiutare,it,help
aiuto,it,Help
ajuda,pt,help
ayudar,es,help
helfen,de,help
hilfe,de,Help
ajudar,pt,help out
hilfreich,de,helpful
utile,it,helpful
ihr,de,her
sua,it,her
aquí,es,here
ecco,it,here
her,de,here
hier,de,here
hierher,de,here
qua,it,here
qui,it,here
voilà,fr,here
hiermit,de,herewith
patrimonio,es,heritage
héros,fr,hero
oi,pt,Hi
ausblenden,de,hide
cacher,fr,hide
alto,es,high
alto,it,high
alto,pt,high
elevado,es,high
élevé,fr,high
élève,fr,high
hoch,de,high
gymnasium,de,high school
lycée,fr,high school
mayor,es,higher
superior,es,higher
superiore,it,higher
destacar,es,highlight
carretera,es,highway
wandern,de,hike
collina,it,hill
lui,fr,him
selber,de,himself
embaucher,fr,hire
son,fr,his
suo,it,his
histórico,pt,historic
histórico,es,historical
historique,fr,historical
storico,it,historical
histoire,fr,history
historia,es,history
história,pt,history
colpire,it,hit
frapper,fr,hit
schlag,de,Hit
treffer,de,Hit
hobby,de,hobby
passatempo,pt,hobby
hoh,de,Hoh
deter,pt,hold
halten,de,hold
sostener,es,hold
tenere,it,hold
tenir,fr,Hold
retenir,fr,hold back
trou,fr,hole
vacance,fr,holiday
vacanza,it,holiday
vacaciones,es,holiday
santo,es,holy
casa,es,home
casa,pt,home
début,fr,Home
hogar,es,home
lar,pt,home
residencia,es,home
vaste,fr,Home
heimat,de,homeland
patria,es,homeland
patria,it,homeland
pátria,pt,Homeland
tarea,es,homework
honneur,fr,honor
honor,es,honor
onore,it,honor
esperanza,es,hope
espoir,fr,hope
hoffen,de,hope
hoffnung,de,hope
horizon,fr,horizon
horoskop,de,horoscope
horreur,fr,horror
caballo,es,horse
cavallo,it,horse
cavalo,pt,horse
cheval,fr,horse
pferd,de,horse
hôpital,fr,hospital
hospital,es,hospital
hospital,pt,hospital
krankenhaus,de,hospital
ospedale,it,Hospital
caldo,it,hot
calor,es,hot
chaud,fr,hot
quente,pt,hot
albergo,it,hotel
hotel,de,hotel
hotel,es,hotel
hotel,pt,Hotel
hôtel,fr,hotel
heure,fr,hour
hora,es,hour
hora,pt,hour
stunde,de,hour
casa,it,house
haus,de,House
maison,fr,House
haushalt,de,household
comment,fr,how
cómo,es,how
quante,it,how many
quanti,it,How many
combien,fr,how much
cuanto,es,how much
cuánto,es,how much
quanto,it,how much
quanto,pt,how much
wieso,de,how so
cependant,fr,however
entanto,pt,However
jedoch,de,However
néanmoins,fr,However
però,it,However
porém,pt,However
pourtant,fr,However
toutefois,fr,however
tuttavia,it,however
enorme,es,huge
enorme,it,huge
enorme,pt,huge
énorme,fr,huge
humain,fr,human
humano,es,human
humano,pt,human
mensch,de,human
umano,it,human
humanidad,es,humanity
humanidade,pt,humanity
humanité,fr,humanity
humor,de,humor
humor,es,humor
umorismo,it,humor
cem,pt,hundred
cent,fr,hundred
centaine,fr,hundred
cento,it,hundred
faim,fr,hunger
fame,it,hunger
fome,pt,hunger
hunger,de,hunger
daño,es,hurt
doer,pt,hurt
ferire,it,hurt
herir,es,hurt
verletzen,de,hurt
époux,fr,husband
esposo,es,husband
esposo,pt,husband
mari,fr,husband
marido,es,husband
marido,pt,husband
marito,it,husband
silenzio,it,hush
hipótese,pt,hypothesis
hipótesis,es,hypothesis
hypothèse,fr,hypothesis
eu,pt,I
ich,de,I
io,it,I
je,fr,I
genau,de,I agree
curto,pt,I enjoy
presente,es,I presented
cammino,it,I walk
ghiaccio,it,ice
glace,fr,ice
identificación,es,ID
idea,es,idea
idee,de,idea
idée,fr,idea
ideia,pt,idea
vorstellung,de,idea
ideal,es,ideal
ideal,pt,ideal
idéal,fr,ideal
ideale,it,ideal
identidad,es,identity
identidade,pt,identity
identité,fr,identity
falls,de,if
ob,de,if
se,pt,If
si,fr,if
wenn,de,if
senão,pt,if no
sino,es,if not
sinon,fr,if not
krankheit,de,illness
ilusão,pt,illusion
abbildung,de,Illustration
bild,de,image
image,de,image
imagen,es,image
imaginaire,fr,imaginary
imaginación,es,imagination
imagination,fr,imagination
imaginer,fr,imagine
vorstellen,de,imagine
imediatamente,pt,immediately
immediatamente,it,immediately
inmediatamente,es,immediately
sofort,de,immediately
subito,it,immediately
immense,fr,immense
auswirkung,de,impact
impacto,es,impact
impacto,pt,impact
umsetzung,de,implementation
implicar,es,imply
importar,pt,import
importar,es,import
importer,fr,import
importance,fr,importance
importancia,es,importance
important,fr,important
importante,es,important
importante,it,important
importante,pt,important
wichtig,de,important
imposer,fr,impose
imposible,es,impossible
impossibile,it,impossible
impossible,fr,impossible
impossível,pt,impossible
eindruck,de,impression
impression,fr,impression
améliorer,fr,improve
melhorar,pt,improve
migliorare,it,improve
verbessern,de,improve
verbesserung,de,improvement
chez,fr,in
dans,fr,in
de,pt,in
dedans,fr,in
em,pt,in
en,es,in
en,fr,in
in,de,in
in,it,in
zusätzlich,de,In addition
jedenfalls,de,in any case
entre,pt,in between
zwischen,de,in between
encargado,es,in charge
encarregado,pt,in charge
insomma,it,in conclusion
vor,de,in front
devant,fr,in front of
darin,de,In it
drin,de,In it
endroit,fr,in law
damit,de,in order to
prinzipiell,de,In principle
bezüglich,de,in terms of
inzwischen,de,In the meantime
mittlerweile,de,In the meantime
wiederum,de,in turn
wobei,de,in which
zoll,de,inch
comporter,fr,include
incluir,es,include
incluir,pt,include
inklusive,de,included
einschließlich,de,including
augmentation,fr,increase
aumentar,es,increase
aumentar,pt,increase
crecimiento,es,increase
erhöhen,de,increase
incrementar,es,increase
incrível,pt,incredible
allerdings,de,Indeed
infatti,it,indeed
tatsächlich,de,indeed
independencia,es,independence
indépendant,fr,independent
independente,pt,independent
independiente,es,Independent
indipendente,it,independent
unabhängig,de,independently
index,de,index
índice,es,index
indien,de,India
indicar,es,indicate
indicare,it,indicate
individu,fr,individual
individuo,es,individual
individuo,it,individual
indivíduo,pt,individual
einzelheit,de,Individuality
einzeln,de,individually
individuell,de,individually
industrial,es,industrial
industrial,pt,industrial
industriale,it,industrial
industriel,fr,industrial
branche,de,Industry
industria,es,industry
industrie,de,Industry
industrie,fr,industry
baby,de,infant
infantile,it,infant
inflación,es,inflation
einfluss,de,influence
influence,fr,influence
influencia,es,influence
influência,pt,influence
influenza,it,influence
info,de,info
informer,fr,inform
informieren,de,inform
informatik,de,Informatics
informação,pt,information
información,es,information
information,de,information
information,fr,information
renseignement,fr,Information
auskunft,de,information desk
infrastruktur,de,Infrastructure
ingrédient,fr,ingredient
ingrediente,it,ingredient
ingrediente,pt,ingredient
zutat,de,ingredient
habitant,fr,Inhabitant
iniciativa,es,initiative
innere,de,inner
innovation,de,innovation
eingabe,de,input
entrada,pt,input
anfrage,de,inquiry
insecte,fr,insect
insetto,it,insect
einfügen,de,insert
dentro,it,inside
dentro,pt,inside
innen,de,Inside
intérieur,fr,Inside
interior,es,inside
insistere,it,insist
insistir,es,insist
insistir,pt,insist
installieren,de,install
instalación,es,installation
installation,fr,installation
instancia,es,instance
instante,es,instant
instante,pt,Instant
invece,it,instead
statt,de,instead of
institut,de,Institute
instituto,es,Institute
instituto,pt,Institute
istituto,it,institute
institución,es,institution
instituição,pt,institution
institution,de,institution
istituzione,it,institution
institucional,es,institutional
instrução,pt,instruction
istruzione,it,instruction
instrument,de,instrument
instrument,fr,instrument
instrumento,es,instrument
instrumento,pt,instrument
seguro,es,insurance
versicherung,de,insurance
integrieren,de,integrate
integración,es,integration
integration,de,integration
intelectual,es,intellectual
intelectual,pt,intellectual
intellectuel,fr,intellectual
inteligencia,es,intelligence
inteligência,pt,intelligence
intelligence,fr,intelligence
vorgesehen,de,intended
intensidad,es,intensity
intenção,pt,intention
intención,es,intention
intention,fr,intention
intenzione,it,intention
interés,es,interest
interesar,es,interest
interessar,pt,interest
interesse,de,interest
intéresser,fr,interest
interessieren,de,Interest
intérêt,fr,interest
zins,de,interest
interessato,it,interested
interesante,es,interesting
interessant,de,Interesting
intéressant,fr,interesting
interessante,it,interesting
interior,pt,Interior
interno,es,internal
intern,de,Internally
internacional,es,international
international,de,international
international,fr,international
internazionale,it,international
internet,de,Internet
internet,es,Internet
internet,it,Internet
praktikum,de,internship
interpretación,es,interpretation
interprétation,fr,interpretation
intervenir,fr,intervene
intervenção,pt,intervention
intervención,es,intervention
intervention,fr,intervention
entrevista,es,interview
entrevista,pt,interview
interview,de,interview
apresentar,pt,introduce
introduzir,pt,introduce
einführung,de,introduction
introdução,pt,introduction
introducción,es,introduction
erfindung,de,invention
invenção,pt,invention
anlegen,de,invest
untersuchen,de,Investigate
investigação,pt,investigation
investigación,es,investigation
investigador,es,investigator
anlage,de,investment
inversión,es,investment
investimento,it,investment
investissement,fr,investment
investor,de,investor
einladung,de,invitation
invitation,fr,invitation
convidar,pt,invite
invitare,it,invite
inviter,fr,invite
envolver,pt,involve
fer,fr,iron
e,it,is
se,fr,Is
hinzu,de,Is added
île,fr,island
ilha,pt,island
insel,de,island
isla,es,island
isola,it,island
ça,fr,it
ciò,it,it
daran,de,It
es,de,it
lo,pt,It
efeito,pt,It is made
italiano,es,Italian
italiano,it,Italian
italiano,pt,Italian
italien,fr,Italian
italia,it,Italy
itália,pt,Italy
italie,fr,Italy
italien,de,Italy
artikel,de,items
sue,it,its
tomada,pt,Jack
giacca,it,jacket
jacke,de,jacket
veste,fr,jacket
cárcel,es,jail
prison,fr,jail
confiture,fr,jam
gennaio,it,January
janeiro,pt,January
januar,de,January
janvier,fr,January
japonais,fr,Japanese
jazz,de,jazz
jean,pt,jeans
jean,fr,jeans
maglia,it,jersey
bijou,fr,jewel
schmuck,de,Jewellery
gioielleria,it,jewelry
joia,pt,Jewelry
arbeit,de,job
beruf,de,job
boulot,fr,job
empleo,es,job
job,de,job
métier,fr,job
oficio,es,job
trabalho,pt,job
travail,fr,job
unir,pt,join
jornalista,pt,journalist
journaliste,fr,journalist
periodista,es,journalist
fahrt,de,journey
alegría,es,joy
gioia,it,joy
joie,fr,joy
giudicare,it,judge
juez,es,judge
juge,fr,judge
juger,fr,judge
juiz,pt,judge
julgar,pt,judge
richten,de,judge
richter,de,judge
giudizio,it,judgment
jugement,fr,judgment
juicio,es,judgment
julgamento,pt,judgment
urteil,de,judgment
jugo,es,juice
jus,fr,juice
saft,de,juice
succo,it,juice
suco,pt,juice
juillet,fr,July
julho,pt,July
juli,de,July
luglio,it,July
saltar,pt,jump
saltare,it,jump
salto,pt,Jump
springen,de,jump
giugno,it,June
juin,fr,June
junho,pt,June
juni,de,June
junio,es,June
eben,de,just
juste,fr,just
nur,de,just
soeben,de,just
genauso,de,just like that
justice,fr,justice
justicia,es,Justice
berechtigen,de,justify
kiel,de,Keel
behalten,de,keep
garder,fr,keep
mantener,es,keep
manter,pt,keep
chave,pt,key
chiave,it,key
clave,es,key
clé,fr,key
llave,es,key
schlüssel,de,key
clavier,fr,keyboard
tastatur,de,keyboard
tastiera,it,keyboard
teclado,pt,keyboard
matar,es,kill
tuer,fr,kill
kilo,fr,kilo
quilo,pt,Kilo
chilogrammo,it,kilogram
chilometro,it,kilometer
kilomètre,fr,kilometer
kilómetro,es,kilometer
quilômetro,pt,kilometer
genre,fr,kind
gentile,it,kind
tipo,es,kind
tipo,pt,kind
kindergarten,de,kindergarten
könig,de,king
rei,pt,King
rey,es,king
roi,fr,King
baciare,it,kiss
bacio,it,kiss
beijar,pt,kiss
bisou,fr,Kiss
cocina,es,kitchen
cozinha,pt,kitchen
cucina,it,kitchen
küche,de,kitchen
genou,fr,knee
joelho,pt,knee
coltello,it,knife
couteau,fr,knife
cuchillo,es,knife
conhecer,pt,know
connaître,fr,know
conocer,es,know
conoscere,it,know
kennen,de,know
saber,es,know
saber,pt,know
sapere,it,know
savoir,fr,know
conhecimento,pt,knowledge
connaissance,fr,knowledge
conocimiento,es,knowledge
kenntnis,de,Knowledge
wissen,de,knowledge
bekannt,de,known
kosen,de,Kosen
france,fr,la France
sindicato,es,labor union
laboratorio,es,laboratory
laboratório,pt,laboratory
falta,pt,lack
échelle,fr,ladder
escada,pt,ladder
leiter,de,ladder
scala,it,ladder
dame,de,lady
dame,fr,lady
lac,fr,lake
lago,pt,lake
see,de,lake
lampada,it,lamp
lâmpada,pt,lamp
lámpara,es,lamp
lampe,de,lamp
lampe,fr,lamp
landschaft,de,landscape
paisagem,pt,landscape
paisaje,es,landscape
paysage,fr,landscape
idioma,pt,language
langage,fr,language
langue,fr,language
lengua,es,language
lenguaje,es,language
língua,pt,language
linguagem,pt,language
linguaggio,it,language
sprache,de,language
amplio,es,large
gros,fr,large
large,fr,large
maior,pt,larger
dauern,de,Last
durer,fr,last
scorso,it,last
ultimo,it,last
último,pt,last
zuletzt,de,last
sobrenome,pt,last name
anoche,es,last night
spät,de,late
tard,fr,Late
tarde,es,late
tardi,it,late
tardo,it,late
ultimamente,pt,lately
postérieurement,fr,Later
posteriormente,es,later
dernier,fr,latest
último,es,latest
ridere,it,laugh
rir,pt,laugh
rire,fr,laugh
risata,it,laugh
riso,pt,Laughter
lancer,fr,launch
derecho,es,law
droit,fr,law
gesetz,de,law
ley,es,law
loi,fr,law
recht,de,Law
advogado,pt,lawyer
avocat,fr,lawyer
avvocato,it,lawyer
legen,de,lay
gestaltung,de,layout
diriger,fr,lead
dirigir,es,lead
führen,de,lead
guidare,it,lead
levar,pt,lead
mener,fr,Lead
dirigente,es,leader
dirigente,it,leader
dirigente,pt,Leader
líder,es,Leader
feuille,fr,leaf
folha,pt,leaf
liga,de,league
liga,es,league
fuite,fr,Leakage
salto,it,leap
apprendre,fr,learn
aprender,pt,learn
aprender,es,learn
imparare,it,learn
lernen,de,learn
cuir,fr,leather
cuoio,it,leather
leder,de,leather
abandonar,es,Leave
deixar,pt,leave
dejar,es,leave
lasciare,it,leave
partir,pt,leave
quitter,fr,leave
verlassen,de,leave
vortrag,de,Lecture
esquerda,pt,left
gauche,fr,left
izquierda,es,left
links,de,Left
parti,fr,left
sinistra,it,left
übrig,de,left
bein,de,leg
gamba,it,leg
jambe,fr,leg
perna,pt,leg
pierna,es,leg
juridique,fr,legal
legal,es,legal
legale,it,legal
rechtlich,de,legally
légende,fr,legend
legislación,es,legislation
freizeit,de,leisure
citron,fr,lemon
limão,pt,lemon
limón,es,lemon
limone,it,lemon
zitrone,de,lemon
limonada,pt,Lemonade
limonata,it,Lemonade
prêter,fr,lend
länge,de,length
longueur,fr,length
meno,it,less
menor,es,less
menos,es,less
moindre,fr,Less
moins,fr,less
lezione,it,lesson
lição,pt,lesson
laisser,fr,let
lassen,de,let
brief,de,letter
carta,es,letter
carta,pt,letter
letra,es,letter
letra,pt,letter
lettre,fr,letter
livello,it,level
niveau,de,level
niveau,fr,level
nivel,es,level
nível,pt,level
liberal,es,liberal
liberal,pt,liberal
biblioteca,es,library
biblioteca,it,library
biblioteca,pt,library
bibliothek,de,Library
bibliothèque,fr,library
libreria,it,library
licença,pt,license
lizenz,de,License
liegen,de,lie
mentir,fr,lie
mentir,pt,lie
mentira,pt,lie
mentire,it,lie
teniente,es,lieutenant
leben,de,Life
vie,fr,life
vida,es,lifetime
levantar,es,lift up
leggero,it,light
leicht,de,light
licht,de,light
luce,it,light
lumière,fr,light
luz,es,light
luz,pt,light
azzurro,it,light blue
acender,pt,light up
allumer,fr,light up
léger,fr,lightweight
aimer,fr,like
gefallen,de,like
gostar,pt,like
gosto,pt,like
gustar,es,like
mögen,de,like
assim,pt,like this
probabile,it,likely
susceptible,fr,Likely
limite,fr,limit
limite,pt,limit
límite,es,limit
ligne,fr,line
línea,es,line
linha,pt,line
linie,de,line
lien,fr,link
lier,fr,Link
link,de,link
leão,pt,lion
león,es,Lion
leone,it,Lion
lion,fr,Lion
labbro,it,lip
labio,es,lip
lábio,pt,lip
lèvre,fr,lip
liquide,fr,liquid
lista,es,list
liste,de,list
ascoltare,it,listen
écouter,fr,Listen
escutar,pt,listen
liste,fr,listing
liter,de,liter
litro,it,liter
litro,pt,liter
letteratura,it,literature
literatur,de,literature
literatura,es,literature
bisschen,de,little
escaso,es,little
pequeno,pt,little
pequeño,es,little
peu,fr,little
poco,it,little
pouco,pt,little
wenig,de,little
poco,es,little bit
rato,es,little while
morar,pt,live
viver,pt,live
vivere,it,live
vivir,es,live
vivre,fr,live
vivace,it,lively
habiter,fr,Living
vivant,fr,living
wohnen,de,Living
